attendance_id,student_id,student_name,section_id,course_id,date,status,notes,recorded_date
ATT000593,STU000939,Jason Flores,SEC000001,MUS101,2024-11-09,Present,Sick,2025-03-19 00:00:00
ATT000594,STU000010,Kimberly Martin,SEC000221,ENG333,2025-04-08,Present,,2024-03-19 00:00:00
ATT000595,STU000001,Kevin Davis,SEC000312,CHEM493,2024-01-23,Absent,Sick,2025-12-12 00:00:00
ATT000596,STU000322,Sarah Wright,SEC000385,ECON143,2025-12-22,Present,Sick,2024-05-09 00:00:00
ATT000597,STU000180,Kevin Torres,SEC000275,BUS444,2024-03-27,Present,,2025-12-23 00:00:00
ATT000598,STU000344,Sandra Gonzalez,SEC000297,PHYS438,2024-12-20,Absent,,2024-02-18 00:00:00
ATT000599,STU000355,Barbara Wilson,SEC000004,ART182,2024-04-12,Present,,2025-02-21 00:00:00
ATT000600,STU000723,Robert Anderson,SEC000274,MATH135,2024-06-29,Present,Family emergency,2024-02-28 00:00:00
ATT000601,STU000645,Carol Davis,SEC000352,HIST249,2024-04-28,Late,,2024-03-20 00:00:00
ATT000602,STU000512,Nancy Wright,SEC000231,MUS256,2025-12-18,Excused,Sick,2025-04-07 00:00:00
ATT000603,STU000632,Kevin Smith,SEC000348,PSYC342,2024-06-25,Present,,2025-10-06 00:00:00
ATT000604,STU000481,Jessica Walker,SEC000081,MUS142,2024-07-18,Late,,2024-05-15 00:00:00
ATT000605,STU000286,Patricia Robinson,SEC000296,PSYC408,2025-05-04,Absent,,2024-11-17 00:00:00
ATT000606,STU000969,Linda Taylor,SEC000177,CHEM524,2024-04-12,Present,Sick,2025-01-23 00:00:00
ATT000607,STU000495,Edward Wilson,SEC000334,PHYS424,2024-09-19,Absent,,2024-01-14 00:00:00
ATT000608,STU000215,Sandra Gonzalez,SEC000094,MUS567,2024-10-31,Late,,2025-07-25 00:00:00
ATT000609,STU000961,Karen Jackson,SEC000088,EDUC545,2025-05-24,Present,,2024-04-18 00:00:00
ATT000610,STU000577,Helen Hernandez,SEC000248,ECON412,2025-12-10,Present,,2025-06-16 00:00:00
ATT000611,STU000481,Jessica Walker,SEC000287,ART182,2024-01-23,Excused,Family emergency,2025-10-14 00:00:00
ATT000612,STU000434,Kevin Anderson,SEC000251,CS330,2024-04-13,Present,,2025-04-04 00:00:00
ATT000613,STU000924,Daniel Hernandez,SEC000026,ART343,2024-03-01,Present,,2024-07-17 00:00:00
ATT000614,STU000965,Sandra Garcia,SEC000298,EDUC397,2024-06-01,Late,,2024-11-02 00:00:00
ATT000615,STU000196,Karen Moore,SEC000077,CHEM290,2025-01-16,Excused,Family emergency,2025-01-26 00:00:00
ATT000616,STU000509,Karen Garcia,SEC000393,MUS278,2024-01-23,Late,,2024-03-04 00:00:00
ATT000617,STU000852,Donald Taylor,SEC000388,ECON508,2024-06-24,Present,,2024-10-26 00:00:00
ATT000618,STU000700,David Lee,SEC000355,ART343,2025-12-22,Present,Family emergency,2025-06-14 00:00:00
ATT000619,STU000413,David Jackson,SEC000303,PSYC215,2025-12-31,Present,,2024-06-29 00:00:00
ATT000620,STU000785,Kimberly Thomas,SEC000302,BUS526,2025-04-30,Present,,2024-11-14 00:00:00
ATT000621,STU000770,Richard Walker,SEC000027,BIO506,2025-11-03,Late,,2025-05-28 00:00:00
ATT000622,STU000541,Jennifer King,SEC000153,ENG247,2024-02-04,Present,,2025-05-13 00:00:00
ATT000623,STU000111,Mark Walker,SEC000381,PHYS456,2024-06-18,Late,Sick,2024-02-23 00:00:00
ATT000624,STU000106,David King,SEC000215,ENG533,2024-04-03,Late,Family emergency,2025-08-16 00:00:00
ATT000625,STU000660,Donald Hernandez,SEC000367,BIO489,2024-04-21,Late,,2025-03-27 00:00:00
ATT000626,STU000534,Michelle Jackson,SEC000339,PHYS261,2025-08-17,Absent,Family emergency,2025-12-01 00:00:00
ATT000627,STU000534,Michelle Jackson,SEC000339,PHYS261,2024-10-10,Present,Family emergency,2024-09-24 00:00:00
ATT000628,STU000504,Thomas Harris,SEC000261,MATH497,2025-02-02,Present,,2024-11-24 00:00:00
ATT000629,STU000437,Nancy Wilson,SEC000200,MUS358,2025-04-05,Excused,,2024-06-11 00:00:00
ATT000630,STU000037,George Walker,SEC000288,ECON545,2025-11-24,Late,,2025-05-31 00:00:00
ATT000631,STU000630,Timothy Lewis,SEC000234,PHYS347,2024-10-29,Present,Sick,2024-08-07 00:00:00
ATT000632,STU000065,Kimberly Lee,SEC000264,ENG148,2024-05-12,Absent,,2024-08-24 00:00:00
ATT000633,STU000871,Laura Young,SEC000083,BUS193,2025-11-06,Late,,2024-02-13 00:00:00
ATT000634,STU000498,Laura Perez,SEC000293,EDUC384,2024-02-19,Excused,,2024-03-04 00:00:00
ATT000635,STU000452,Carol Flores,SEC000150,EDUC403,2024-02-03,Late,Sick,2024-08-08 00:00:00
ATT000636,STU000030,Lisa Hill,SEC000245,HIST522,2024-02-22,Present,,2024-09-30 00:00:00
ATT000637,STU000024,Paul Martin,SEC000074,CS149,2025-06-16,Present,,2024-09-21 00:00:00
ATT000638,STU000385,William Johnson,SEC000155,MATH373,2025-08-20,Present,,2024-07-23 00:00:00
ATT000639,STU000793,Betty Davis,SEC000023,MUS336,2024-07-30,Late,,2024-08-05 00:00:00
ATT000640,STU000199,Karen Nguyen,SEC000070,ART132,2025-11-13,Present,,2024-04-01 00:00:00
ATT000641,STU000287,Jennifer Lopez,SEC000195,ECON554,2024-02-17,Excused,Sick,2024-09-15 00:00:00
ATT000642,STU000900,Michael Wright,SEC000015,CS566,2024-04-08,Present,,2025-06-16 00:00:00
ATT000643,STU000760,Sarah Torres,SEC000294,ENG314,2024-06-13,Excused,Family emergency,2025-11-24 00:00:00
ATT000644,STU000655,Mary Flores,SEC000243,ART132,2024-09-14,Present,,2024-01-04 00:00:00
ATT000645,STU000824,Daniel Thompson,SEC000086,ECON289,2024-12-31,Present,Family emergency,2025-01-26 00:00:00
ATT000646,STU000255,Edward Miller,SEC000174,BUS362,2024-05-18,Present,Sick,2025-08-17 00:00:00
ATT000647,STU000723,Robert Anderson,SEC000326,BUS526,2025-04-26,Present,,2024-09-22 00:00:00
ATT000648,STU000109,Anthony Sanchez,SEC000212,HIST546,2024-04-27,Present,,2024-01-12 00:00:00
ATT000649,STU000910,William Scott,SEC000260,CHEM148,2025-06-06,Present,,2025-01-09 00:00:00
ATT000650,STU000939,Jason Flores,SEC000133,HIST395,2024-01-27,Excused,,2025-01-14 00:00:00
ATT000651,STU000359,Susan Lewis,SEC000004,ART182,2024-03-11,Absent,Sick,2024-01-27 00:00:00
ATT000652,STU000724,Karen Davis,SEC000097,EDUC384,2024-10-11,Absent,,2024-03-08 00:00:00
ATT000653,STU000756,Kevin Robinson,SEC000246,EDUC334,2024-10-25,Present,Sick,2025-12-13 00:00:00
ATT000654,STU000093,Donna King,SEC000396,CHEM493,2025-02-23,Late,,2024-12-09 00:00:00
ATT000655,STU000258,Mark Flores,SEC000165,ECON412,2025-08-10,Excused,,2024-10-20 00:00:00
ATT000656,STU000089,Christopher Thompson,SEC000176,CS508,2024-01-03,Present,Family emergency,2024-07-09 00:00:00
ATT000657,STU000503,Susan Miller,SEC000233,BIO111,2025-02-12,Excused,Sick,2025-11-30 00:00:00
ATT000658,STU000653,Lisa Lopez,SEC000236,NURS432,2024-12-09,Present,,2025-01-23 00:00:00
ATT000659,STU000594,Elizabeth Hill,SEC000201,PHYS506,2024-12-29,Present,,2024-05-18 00:00:00
ATT000660,STU000485,Kevin Flores,SEC000223,MUS101,2024-08-24,Present,,2024-03-08 00:00:00
ATT000661,STU000091,Michelle Ramirez,SEC000257,EDUC373,2024-08-22,Present,Family emergency,2025-09-26 00:00:00
ATT000662,STU000531,William Walker,SEC000113,BIO111,2025-02-07,Present,,2024-06-19 00:00:00
ATT000663,STU000916,Ronald Clark,SEC000322,CHEM168,2025-07-15,Late,,2024-06-28 00:00:00
ATT000664,STU000109,Anthony Sanchez,SEC000029,PHYS266,2024-04-06,Absent,Family emergency,2024-03-03 00:00:00
ATT000665,STU000951,Kenneth Robinson,SEC000293,EDUC384,2025-01-03,Present,,2025-09-13 00:00:00
ATT000666,STU000617,Linda Williams,SEC000299,BUS307,2024-06-22,Present,Family emergency,2025-06-06 00:00:00
ATT000667,STU000937,Kenneth Rodriguez,SEC000080,ECON323,2025-07-19,Present,Sick,2025-12-10 00:00:00
ATT000668,STU000341,Sarah Brown,SEC000192,CHEM422,2025-04-01,Excused,,2024-11-10 00:00:00
ATT000669,STU000976,John Clark,SEC000353,HIST104,2025-07-25,Present,Family emergency,2025-06-29 00:00:00
ATT000670,STU000025,Sandra Lewis,SEC000370,PHYS329,2024-05-06,Present,Sick,2025-02-06 00:00:00
ATT000671,STU000544,Paul Gonzalez,SEC000393,MUS278,2025-02-21,Present,Family emergency,2025-09-06 00:00:00
ATT000672,STU000577,Helen Hernandez,SEC000172,BUS287,2025-06-27,Present,Sick,2025-01-19 00:00:00
ATT000673,STU000984,Helen Lee,SEC000372,ART504,2025-03-23,Absent,,2024-06-18 00:00:00
ATT000674,STU000496,Robert King,SEC000360,EDUC496,2025-02-09,Absent,,2025-08-27 00:00:00
ATT000675,STU000278,Kenneth Johnson,SEC000105,BIO410,2025-02-15,Late,,2025-01-20 00:00:00
ATT000676,STU000821,Jennifer Torres,SEC000093,EDUC375,2025-11-10,Present,Sick,2024-12-09 00:00:00
ATT000677,STU000623,Dorothy Clark,SEC000123,NURS389,2025-05-29,Present,Sick,2024-09-03 00:00:00
ATT000678,STU000689,Elizabeth Nguyen,SEC000356,ECON536,2025-01-05,Late,Family emergency,2025-07-13 00:00:00
ATT000679,STU000189,Helen Miller,SEC000166,ECON323,2025-01-27,Excused,Sick,2025-12-25 00:00:00
ATT000680,STU000374,Joseph Rodriguez,SEC000101,BUS362,2025-10-05,Late,Sick,2025-10-07 00:00:00
ATT000681,STU000121,Jessica Wilson,SEC000286,HIST251,2024-07-24,Absent,,2024-01-10 00:00:00
ATT000682,STU000502,Andrew Hernandez,SEC000310,ENG247,2024-04-04,Absent,,2024-05-08 00:00:00
ATT000683,STU000135,Deborah Harris,SEC000279,PSYC569,2024-01-10,Absent,Sick,2025-12-29 00:00:00
ATT000684,STU000938,Karen Nguyen,SEC000279,PSYC569,2025-05-12,Present,Family emergency,2025-05-03 00:00:00
ATT000685,STU000001,Kevin Davis,SEC000154,HIST485,2025-05-25,Present,,2025-11-16 00:00:00
ATT000686,STU000648,Kenneth Hernandez,SEC000064,CS370,2024-08-14,Excused,,2024-11-14 00:00:00
ATT000687,STU000774,John Thompson,SEC000352,HIST249,2024-07-17,Late,Sick,2024-10-15 00:00:00
ATT000688,STU000276,Deborah Miller,SEC000330,CS198,2024-03-21,Excused,,2024-03-17 00:00:00
ATT000689,STU000741,Barbara Gonzalez,SEC000356,ECON536,2024-05-09,Present,Sick,2024-05-16 00:00:00
ATT000690,STU000005,Andrew Thomas,SEC000020,MUS520,2025-08-26,Present,Family emergency,2024-09-08 00:00:00
ATT000691,STU000666,George Wilson,SEC000161,PSYC215,2024-11-08,Present,Sick,2025-11-27 00:00:00
ATT000692,STU000363,Elizabeth Lee,SEC000067,HIST104,2025-05-12,Present,,2024-05-13 00:00:00
ATT000693,STU000137,Karen Moore,SEC000121,HIST104,2025-05-29,Present,Sick,2025-02-19 00:00:00
ATT000694,STU000827,Sarah Lopez,SEC000226,BUS526,2025-11-02,Present,,2024-03-28 00:00:00
ATT000695,STU000744,Brian Lee,SEC000059,EDUC397,2025-04-09,Excused,,2024-02-05 00:00:00
ATT000696,STU000680,Joshua Jackson,SEC000258,HIST249,2025-08-28,Excused,,2025-07-02 00:00:00
ATT000697,STU000004,Brian Anderson,SEC000327,PHYS261,2024-01-14,Excused,Sick,2024-02-04 00:00:00
ATT000698,STU000464,Elizabeth Lewis,SEC000310,ENG247,2024-12-07,Present,,2025-10-03 00:00:00
ATT000699,STU000712,Edward Hernandez,SEC000399,ENG336,2025-12-13,Absent,Family emergency,2024-09-13 00:00:00
ATT000700,STU000368,Jason Davis,SEC000052,MUS318,2024-09-08,Present,,2024-07-08 00:00:00
ATT000701,STU000609,Christopher Rodriguez,SEC000079,PSYC342,2024-12-13,Present,Sick,2024-01-19 00:00:00
ATT000702,STU000493,Richard Harris,SEC000248,ECON412,2025-01-28,Present,,2025-07-30 00:00:00
ATT000703,STU000910,William Scott,SEC000260,CHEM148,2025-11-15,Present,Family emergency,2024-11-10 00:00:00
ATT000704,STU000495,Edward Wilson,SEC000322,CHEM168,2025-06-24,Late,,2024-11-14 00:00:00
ATT000705,STU000728,Joshua Lopez,SEC000382,PSYC352,2025-09-10,Present,Sick,2024-11-15 00:00:00
ATT000706,STU000881,Barbara Flores,SEC000126,MUS402,2025-10-18,Late,,2025-07-24 00:00:00
ATT000707,STU000325,Kenneth Martinez,SEC000360,EDUC496,2024-02-21,Present,,2025-02-04 00:00:00
ATT000708,STU000482,Laura Harris,SEC000315,ART593,2025-10-27,Excused,Family emergency,2024-06-26 00:00:00
ATT000709,STU000706,James Anderson,SEC000156,ENG379,2024-03-22,Late,,2025-05-11 00:00:00
ATT000710,STU000154,Sarah Lee,SEC000273,CS566,2025-02-12,Present,,2025-10-17 00:00:00
ATT000711,STU000447,Paul Thompson,SEC000314,PSYC352,2025-02-20,Present,Family emergency,2024-10-09 00:00:00
ATT000712,STU000541,Jennifer King,SEC000133,HIST395,2024-06-29,Present,Family emergency,2025-11-08 00:00:00
ATT000713,STU000440,Robert Nguyen,SEC000299,BUS307,2024-10-15,Present,,2025-07-10 00:00:00
ATT000714,STU000682,Mark Gonzalez,SEC000135,PHYS473,2025-02-28,Present,Family emergency,2024-05-14 00:00:00
ATT000715,STU000432,Thomas Garcia,SEC000141,ECON195,2025-02-01,Present,Family emergency,2024-08-07 00:00:00
ATT000716,STU000525,Sandra Allen,SEC000334,PHYS424,2025-09-16,Late,,2024-11-14 00:00:00
ATT000717,STU000528,Susan Nguyen,SEC000164,MUS358,2024-06-12,Present,Family emergency,2025-06-02 00:00:00
ATT000718,STU000168,Michael Wilson,SEC000332,PHYS438,2025-12-25,Excused,,2024-04-30 00:00:00
ATT000719,STU000984,Helen Lee,SEC000041,EDUC375,2024-01-02,Absent,,2025-07-26 00:00:00
ATT000720,STU000013,Karen Jones,SEC000016,ECON554,2025-04-07,Late,,2025-08-16 00:00:00
ATT000721,STU000290,Laura Torres,SEC000188,ENG247,2025-03-27,Present,,2025-12-12 00:00:00
ATT000722,STU000315,Barbara Jones,SEC000231,MUS256,2025-04-07,Present,Sick,2025-12-12 00:00:00
ATT000723,STU000735,Daniel Miller,SEC000089,BIO480,2024-03-17,Present,Family emergency,2025-02-01 00:00:00
ATT000724,STU000406,Sarah Martin,SEC000245,HIST522,2025-09-16,Absent,,2024-01-24 00:00:00
ATT000725,STU000181,Timothy Smith,SEC000128,MUS358,2024-03-17,Late,,2025-02-27 00:00:00
ATT000726,STU000160,Lisa Lee,SEC000343,CS293,2025-03-31,Present,,2025-01-21 00:00:00
ATT000727,STU000936,John Johnson,SEC000038,ENG430,2025-07-20,Absent,Family emergency,2025-02-14 00:00:00
ATT000728,STU000532,Michael Allen,SEC000309,CS482,2025-11-10,Excused,,2025-08-18 00:00:00
ATT000729,STU000552,Carol Wilson,SEC000161,PSYC215,2025-12-03,Present,Sick,2025-10-07 00:00:00
ATT000730,STU000374,Joseph Rodriguez,SEC000075,NURS389,2025-11-12,Present,,2024-09-07 00:00:00
ATT000731,STU000852,Donald Taylor,SEC000138,ENG592,2025-10-22,Present,Sick,2025-08-08 00:00:00
ATT000732,STU000024,Paul Martin,SEC000208,CS149,2024-09-28,Present,Sick,2024-01-17 00:00:00
ATT000733,STU000711,Timothy Lee,SEC000275,BUS444,2025-06-11,Late,Sick,2024-12-29 00:00:00
ATT000734,STU000334,Ruth Williams,SEC000150,EDUC403,2025-06-08,Present,,2024-04-11 00:00:00
ATT000735,STU000820,Christopher Ramirez,SEC000186,PSYC463,2024-11-12,Excused,Sick,2025-03-14 00:00:00
ATT000736,STU000377,Steven Scott,SEC000263,CHEM248,2025-10-05,Present,,2025-07-01 00:00:00
ATT000737,STU000552,Carol Wilson,SEC000161,PSYC215,2025-08-14,Present,Sick,2025-09-07 00:00:00
ATT000738,STU000589,Helen Sanchez,SEC000217,BUS392,2025-01-01,Present,Family emergency,2024-11-02 00:00:00
ATT000739,STU000182,David Lewis,SEC000204,MATH497,2025-06-19,Present,,2025-09-27 00:00:00
ATT000740,STU000145,Betty Johnson,SEC000273,CS566,2024-12-29,Late,Family emergency,2024-11-02 00:00:00
ATT000741,STU000767,Jeffrey Ramirez,SEC000384,ECON360,2025-09-16,Present,Family emergency,2025-10-30 00:00:00
ATT000742,STU000019,Dorothy Rodriguez,SEC000187,NURS366,2025-10-28,Present,Family emergency,2025-02-03 00:00:00
ATT000743,STU000670,Kenneth Lewis,SEC000210,MUS295,2024-06-10,Late,,2024-10-24 00:00:00
ATT000744,STU000386,Jessica Davis,SEC000075,NURS389,2025-03-23,Absent,Family emergency,2024-06-01 00:00:00
ATT000745,STU000823,Susan Young,SEC000381,PHYS456,2025-10-20,Present,Sick,2024-07-27 00:00:00
ATT000746,STU000817,Lisa Thomas,SEC000121,HIST104,2024-11-24,Present,Sick,2024-08-22 00:00:00
ATT000747,STU000372,Barbara Smith,SEC000010,ENG314,2024-10-18,Present,,2024-10-09 00:00:00
ATT000748,STU000126,Karen Taylor,SEC000161,PSYC215,2025-10-03,Excused,,2025-01-13 00:00:00
ATT000749,STU000545,Elizabeth Robinson,SEC000111,PSYC352,2025-02-05,Excused,,2024-09-07 00:00:00
ATT000750,STU000039,Nancy Gonzalez,SEC000327,PHYS261,2024-05-09,Present,Family emergency,2024-01-14 00:00:00
ATT000751,STU000348,Kimberly Smith,SEC000396,CHEM493,2025-02-12,Late,,2024-05-19 00:00:00
ATT000752,STU000716,Carol Torres,SEC000209,ENG247,2025-01-12,Present,,2025-05-17 00:00:00
ATT000753,STU000087,Karen Walker,SEC000313,CHEM524,2025-04-05,Present,,2024-10-27 00:00:00
ATT000754,STU000248,Matthew Moore,SEC000370,PHYS329,2025-09-15,Present,,2025-12-01 00:00:00
ATT000755,STU000877,Ryan Perez,SEC000271,ART367,2025-01-03,Present,,2024-02-19 00:00:00
ATT000756,STU000703,Thomas Hill,SEC000178,ENG336,2024-04-01,Late,Family emergency,2024-03-02 00:00:00
ATT000757,STU000765,David White,SEC000344,MUS142,2025-04-22,Present,Sick,2025-10-13 00:00:00
ATT000758,STU000716,Carol Torres,SEC000209,ENG247,2025-02-04,Present,,2025-01-28 00:00:00
ATT000759,STU000849,James Hernandez,SEC000015,CS566,2025-12-29,Excused,,2024-09-17 00:00:00
ATT000760,STU000400,Kimberly Scott,SEC000013,BUS287,2024-11-22,Excused,,2024-01-26 00:00:00
ATT000761,STU000188,Jacob Jones,SEC000279,PSYC569,2024-02-20,Present,,2025-05-02 00:00:00
ATT000762,STU000833,Betty Robinson,SEC000286,HIST251,2024-05-29,Excused,,2024-04-18 00:00:00
ATT000763,STU000886,Ronald Jackson,SEC000033,HIST485,2025-10-03,Present,Sick,2024-06-14 00:00:00
ATT000764,STU000083,Ronald Hernandez,SEC000045,PHYS484,2025-08-29,Present,,2025-01-03 00:00:00
ATT000765,STU000970,Thomas Flores,SEC000295,MUS256,2024-01-10,Absent,Sick,2024-12-25 00:00:00
ATT000766,STU000641,Jennifer Anderson,SEC000175,HIST307,2025-11-17,Excused,,2024-12-17 00:00:00
ATT000767,STU000472,Laura Flores,SEC000110,MUS524,2025-02-05,Absent,Sick,2024-07-30 00:00:00
ATT000768,STU000062,Sharon Wilson,SEC000105,BIO410,2025-08-15,Excused,,2025-09-08 00:00:00
ATT000769,STU000781,Kenneth Wright,SEC000063,ECON255,2024-02-20,Present,,2025-03-29 00:00:00
ATT000770,STU000690,Steven Lopez,SEC000276,CS384,2025-08-26,Present,,2025-02-08 00:00:00
ATT000771,STU000953,Laura Torres,SEC000172,BUS287,2025-08-29,Excused,Sick,2025-05-08 00:00:00
ATT000772,STU000532,Michael Allen,SEC000309,CS482,2025-04-09,Late,,2025-04-30 00:00:00
ATT000773,STU000836,Ronald Young,SEC000263,CHEM248,2025-04-12,Present,Family emergency,2025-12-18 00:00:00
ATT000774,STU000645,Carol Davis,SEC000077,CHEM290,2025-09-12,Absent,Sick,2025-03-25 00:00:00
ATT000775,STU000909,Betty Johnson,SEC000204,MATH497,2025-09-29,Absent,Sick,2025-06-01 00:00:00
ATT000776,STU000005,Andrew Thomas,SEC000020,MUS520,2025-10-05,Present,,2025-02-07 00:00:00
ATT000777,STU000507,George Torres,SEC000390,ECON225,2024-09-04,Absent,,2024-07-17 00:00:00
ATT000778,STU000978,Betty Garcia,SEC000200,MUS358,2024-08-30,Present,,2025-07-07 00:00:00
ATT000779,STU000700,David Lee,SEC000372,ART504,2024-07-08,Present,Family emergency,2024-03-16 00:00:00
ATT000780,STU000356,Helen Lee,SEC000385,ECON143,2024-10-28,Late,Family emergency,2025-01-30 00:00:00
ATT000781,STU000202,Karen Rodriguez,SEC000293,EDUC384,2025-08-20,Late,Sick,2024-04-26 00:00:00
ATT000782,STU000350,Ronald Anderson,SEC000356,ECON536,2025-06-04,Present,,2024-01-01 00:00:00
ATT000783,STU000310,Susan Wright,SEC000045,PHYS484,2024-05-08,Absent,,2024-11-11 00:00:00
ATT000784,STU000828,Kenneth Jones,SEC000387,BUS124,2025-11-09,Late,Sick,2024-08-10 00:00:00
ATT000785,STU000309,Kevin Wilson,SEC000224,ECON577,2025-07-01,Present,,2025-10-12 00:00:00
ATT000786,STU000510,Helen Rodriguez,SEC000042,BUS444,2025-07-26,Present,Sick,2025-10-25 00:00:00
ATT000787,STU000208,Nancy Thompson,SEC000130,ENG333,2024-06-20,Late,Sick,2025-01-05 00:00:00
ATT000788,STU000218,Ruth Walker,SEC000141,ECON195,2024-12-02,Late,,2024-05-04 00:00:00
ATT000789,STU000653,Lisa Lopez,SEC000236,NURS432,2024-11-16,Present,,2025-10-28 00:00:00
ATT000790,STU000539,Jessica Jones,SEC000001,MUS101,2025-12-27,Present,Sick,2024-05-16 00:00:00
ATT000791,STU000982,Helen Johnson,SEC000284,CS293,2024-03-23,Present,,2024-08-29 00:00:00
ATT000792,STU000537,Susan Johnson,SEC000121,HIST104,2025-07-17,Present,Sick,2024-04-07 00:00:00
ATT000793,STU000504,Thomas Harris,SEC000261,MATH497,2024-04-15,Present,,2025-08-06 00:00:00
ATT000794,STU000795,Brian Jones,SEC000237,PHYS462,2025-03-12,Late,,2025-02-18 00:00:00
ATT000795,STU000901,Robert Thomas,SEC000122,ART168,2025-10-30,Absent,,2024-01-21 00:00:00
ATT000796,STU000524,Donna Wright,SEC000250,BUS392,2024-05-15,Present,,2025-06-29 00:00:00
ATT000797,STU000322,Sarah Wright,SEC000246,EDUC334,2024-12-31,Present,,2024-12-13 00:00:00
ATT000798,STU000289,Mark Thomas,SEC000338,CS482,2025-10-11,Present,,2024-12-11 00:00:00
ATT000799,STU000223,Brian Perez,SEC000342,MUS318,2025-09-21,Excused,Sick,2025-08-20 00:00:00
ATT000800,STU000234,Jeffrey Flores,SEC000265,PSYC408,2024-07-30,Absent,,2024-05-25 00:00:00
ATT000801,STU000155,Helen Gonzalez,SEC000272,MUS567,2025-02-11,Absent,,2024-12-31 00:00:00
ATT000802,STU000107,Karen Brown,SEC000093,EDUC375,2024-05-25,Excused,Sick,2025-03-01 00:00:00
ATT000803,STU000343,Daniel Anderson,SEC000391,EDUC302,2024-03-29,Present,Family emergency,2025-03-01 00:00:00
ATT000804,STU000236,Lisa Nguyen,SEC000367,BIO489,2024-11-26,Present,Sick,2025-11-02 00:00:00
ATT000805,STU000359,Susan Lewis,SEC000269,ECON404,2025-10-06,Present,,2024-12-30 00:00:00
ATT000806,STU000340,Kenneth Lopez,SEC000024,ENG379,2025-02-23,Late,,2025-12-31 00:00:00
ATT000807,STU000329,Patricia Hill,SEC000120,MATH373,2024-06-23,Late,Sick,2024-07-07 00:00:00
ATT000808,STU000183,Helen Hernandez,SEC000136,ART358,2024-09-04,Present,,2025-01-05 00:00:00
ATT000809,STU000828,Kenneth Jones,SEC000136,ART358,2024-12-07,Present,,2024-12-27 00:00:00
ATT000810,STU000745,Michael Lee,SEC000371,ENG533,2025-08-18,Absent,Family emergency,2025-11-26 00:00:00
ATT000811,STU000713,Mary Johnson,SEC000133,HIST395,2025-05-23,Present,,2024-06-18 00:00:00
ATT000812,STU000195,Sandra Martin,SEC000054,CHEM290,2025-02-01,Present,,2025-07-03 00:00:00
ATT000813,STU000809,Lisa Scott,SEC000240,NURS238,2024-03-20,Late,,2024-10-01 00:00:00
ATT000814,STU000051,Anthony Martinez,SEC000337,MATH329,2025-03-24,Excused,,2024-01-28 00:00:00
ATT000815,STU000916,Ronald Clark,SEC000025,MUS106,2024-11-28,Present,Family emergency,2024-09-17 00:00:00
ATT000816,STU000523,Betty White,SEC000237,PHYS462,2025-03-17,Late,Family emergency,2025-01-13 00:00:00
ATT000817,STU000919,Richard Wilson,SEC000267,EDUC373,2025-08-07,Absent,,2025-10-08 00:00:00
ATT000818,STU000723,Robert Anderson,SEC000274,MATH135,2025-09-26,Present,,2025-06-28 00:00:00
ATT000819,STU000201,Kevin Ramirez,SEC000097,EDUC384,2025-03-27,Present,,2024-11-14 00:00:00
ATT000820,STU000820,Christopher Ramirez,SEC000016,ECON554,2025-07-10,Late,,2024-01-30 00:00:00
ATT000821,STU000667,Robert Thompson,SEC000284,CS293,2024-03-03,Late,,2024-05-07 00:00:00
ATT000822,STU000261,Karen Walker,SEC000265,PSYC408,2024-09-17,Late,Sick,2025-10-19 00:00:00
ATT000823,STU000561,Jacob Garcia,SEC000159,CHEM329,2024-04-09,Present,,2025-03-29 00:00:00
ATT000824,STU000322,Sarah Wright,SEC000246,EDUC334,2025-01-16,Late,Family emergency,2025-05-20 00:00:00
ATT000825,STU000443,Nancy Taylor,SEC000357,ENG148,2024-10-30,Excused,,2024-10-18 00:00:00
ATT000826,STU000883,Nancy King,SEC000138,ENG592,2024-08-08,Late,Sick,2025-07-27 00:00:00
ATT000827,STU000928,Donna Flores,SEC000203,CS267,2025-10-28,Absent,,2024-08-10 00:00:00
ATT000828,STU000611,Linda White,SEC000237,PHYS462,2024-04-01,Late,,2024-08-23 00:00:00
ATT000829,STU000598,Sandra Rodriguez,SEC000278,PHYS347,2025-09-21,Excused,,2025-07-17 00:00:00
ATT000830,STU000990,Anthony Moore,SEC000239,PSYC455,2024-12-26,Present,,2025-11-29 00:00:00
ATT000831,STU000172,Michael Rodriguez,SEC000219,ART182,2024-01-07,Excused,Family emergency,2024-03-10 00:00:00
ATT000832,STU000459,Jason Garcia,SEC000198,CS237,2025-12-02,Late,Sick,2025-09-17 00:00:00
ATT000833,STU000513,Patricia Thompson,SEC000232,ART238,2025-06-12,Absent,Sick,2025-11-08 00:00:00
ATT000834,STU000315,Barbara Jones,SEC000231,MUS256,2024-09-18,Present,,2024-12-09 00:00:00
ATT000835,STU000206,Christopher Hernandez,SEC000364,CHEM524,2024-02-19,Present,,2025-11-28 00:00:00
ATT000836,STU000789,Nancy Gonzalez,SEC000214,MUS103,2024-10-09,Present,,2025-12-14 00:00:00
ATT000837,STU000662,David Clark,SEC000348,PSYC342,2024-03-22,Absent,Family emergency,2025-11-30 00:00:00
ATT000838,STU000639,Joseph Thomas,SEC000122,ART168,2024-06-13,Absent,Family emergency,2025-02-18 00:00:00
ATT000839,STU000888,Betty Harris,SEC000097,EDUC384,2024-06-27,Absent,Family emergency,2025-04-19 00:00:00
ATT000840,STU000417,Timothy Jackson,SEC000123,NURS389,2024-08-17,Absent,Sick,2025-04-18 00:00:00
