student_id,first_name,last_name,email,phone,date_of_birth,enrollment_date,major,year_level,gpa,status,address,city,state,zip_code,emergency_contact,emergency_phone
STU000142,Michael,Smith,michael.smith@university.edu,+13004644637,2000-09-22,2025-10-25,Education,Graduate,3.38,Active,7403 Pine Dr,Georgetown,OH,99070,Sharon Allen,+13545531402
STU000143,Steven,Miller,steven.miller@university.edu,+15026252406,1996-04-20,2021-08-03,Political Science,Junior,2.69,Active,8637 Elm Blvd,Georgetown,CA,67431,Timothy Lewis,+15262685919
STU000144,John,Davis,john.davis@university.edu,+12235512791,2002-08-05,2021-11-04,History,Graduate,2.35,Active,5522 Maple Dr,Georgetown,NY,63090,Kevin Lopez,+13908558080
STU000145,Betty,Johnson,betty.johnson@university.edu,+19558284232,2000-01-16,2024-10-25,Art,Freshman,3.41,Active,4660 Main St,Bristol,NY,57945,Daniel Gonzalez,+16683165298
STU000146,Brian,Young,brian.young@university.edu,+17408546134,2001-09-11,2024-05-10,Marketing,Senior,3.17,Active,5866 Elm Ave,Franklin,IL,87354,Jennifer Rodriguez,+15203204908
STU000147,Karen,Davis,karen.davis@university.edu,+13875823316,2000-09-23,2024-05-10,Music,Graduate,2.28,Active,7031 Oak Dr,Bristol,PA,94575,Helen Lopez,+17683709022
STU000148,Christopher,Rodriguez,christopher.rodriguez@university.edu,+13915228389,2001-12-12,2020-08-07,Political Science,Freshman,2.97,Active,6390 Maple Dr,Georgetown,PA,74451,Mark Lewis,+17003712354
STU000149,Joshua,Johnson,joshua.johnson@university.edu,+19794255785,1995-05-14,2023-01-30,History,Graduate,2.58,Active,9367 Elm St,Bristol,CA,45112,Dorothy Wright,+15757551681
STU000150,Ronald,Lewis,ronald.lewis@university.edu,+17594237965,1996-02-24,2022-10-10,Physics,Freshman,2.9,Active,1525 Elm St,Madison,NY,87060,George Thompson,+19278248015
STU000151,David,Flores,david.flores@university.edu,+13424114390,2004-01-13,2020-08-31,Communications,Junior,3.06,Inactive,8927 Oak Blvd,Franklin,TX,85069,Sarah Allen,+18952973221
STU000152,Ronald,Clark,ronald.clark@university.edu,+12604833078,2002-11-13,2021-06-27,History,Sophomore,3.42,Active,6534 Elm Ave,Bristol,PA,45221,Kevin Clark,+15846622237
STU000153,Kevin,Garcia,kevin.garcia@university.edu,+16127275558,2002-10-16,2024-02-20,Philosophy,Senior,2.65,Active,1626 Elm Blvd,Springfield,OH,80048,Betty Wilson,+16394169105
STU000154,Sarah,Lee,sarah.lee@university.edu,+14905459967,2001-06-25,2021-06-18,Communications,Senior,3.58,Graduated,893 Main St,Georgetown,CA,26284,Helen Hernandez,+16516671011
STU000155,Helen,Gonzalez,helen.gonzalez@university.edu,+19053355945,1996-10-13,2023-01-27,Engineering,Junior,2.5,Active,2811 Main Dr,Franklin,PA,40689,Helen Garcia,+19202971017
STU000156,Susan,Walker,susan.walker@university.edu,+12793354705,2000-10-28,2024-12-27,Computer Science,Freshman,3.39,Active,7019 Oak Dr,Springfield,NY,60209,Jennifer Miller,+13055207022
STU000157,Ryan,Martin,ryan.martin@university.edu,+13405913181,2002-03-12,2021-08-08,Engineering,Graduate,3.13,Inactive,2788 Elm Blvd,Madison,PA,29840,Jacob Clark,+18309038248
STU000158,Karen,Wilson,karen.wilson@university.edu,+12883023293,2003-06-10,2021-05-19,Communications,Senior,2.7,Active,5252 Oak Ave,Franklin,PA,21042,Jessica Scott,+18158145668
STU000159,Dorothy,Johnson,dorothy.johnson@university.edu,+18745084366,2000-10-21,2025-09-18,English Literature,Senior,2.59,Active,4021 Elm Dr,Springfield,NY,75481,Kevin Hill,+12727401197
STU000160,Lisa,Lee,lisa.lee@university.edu,+13355967895,1999-02-05,2021-12-08,Sociology,Freshman,2.03,Active,325 Pine Ave,Springfield,CA,62163,Paul Jackson,+18439299209
STU000161,Dorothy,Clark,dorothy.clark@university.edu,+16339187590,1995-12-04,2021-09-17,Chemistry,Freshman,2.62,Inactive,3429 Oak Blvd,Georgetown,IL,93138,Ronald Jones,+15179158167
STU000162,Timothy,Thomas,timothy.thomas@university.edu,+12594502412,2005-05-15,2024-11-14,Psychology,Senior,3.22,Active,5167 Oak St,Springfield,PA,27984,George Smith,+13677086680
STU000163,Carol,King,carol.king@university.edu,+19384653735,1999-03-04,2021-06-03,Chemistry,Freshman,3.54,Active,5588 Elm Blvd,Bristol,CA,44465,Kimberly Torres,+18422789128
STU000164,Sandra,Allen,sandra.allen@university.edu,+15682569185,2004-08-20,2021-11-14,Political Science,Sophomore,2.51,Active,9502 Main Ave,Bristol,CA,15772,Jeffrey Smith,+14502478729
STU000165,Lisa,Harris,lisa.harris@university.edu,+13533831579,2001-03-14,2024-09-13,History,Junior,2.5,Graduated,5341 Pine St,Bristol,TX,25650,Paul Brown,+13834289450
STU000166,John,Sanchez,john.sanchez@university.edu,+12706765625,2003-09-04,2023-06-26,Economics,Freshman,3.11,Active,6144 Oak Blvd,Bristol,OH,49834,Deborah Flores,+14486757033
STU000167,Sharon,Young,sharon.young@university.edu,+19919944201,2003-03-20,2022-10-01,Biology,Freshman,3.86,Active,3917 Maple Blvd,Springfield,TX,10191,Ronald Harris,+19559446038
STU000168,Michael,Wilson,michael.wilson@university.edu,+17424437878,2000-07-08,2020-09-02,Biology,Junior,2.19,Active,8615 Elm Blvd,Georgetown,PA,21128,Sharon Miller,+17173367461
STU000169,Robert,Nguyen,robert.nguyen@university.edu,+17812638126,2002-06-06,2021-06-19,History,Junior,2.52,Active,6538 Pine Blvd,Georgetown,TX,40619,Robert Gonzalez,+13399982785
STU000170,Elizabeth,Miller,elizabeth.miller@university.edu,+13686608635,1998-07-10,2024-07-23,Psychology,Graduate,2.72,Active,7504 Pine Dr,Franklin,OH,25717,Jennifer Hernandez,+19025111660
STU000171,Susan,Lee,susan.lee@university.edu,+13512935066,2005-11-10,2023-12-28,Art,Graduate,2.1,Active,4362 Oak St,Georgetown,OH,69270,Ruth Scott,+14552968570
STU000172,Michael,Rodriguez,michael.rodriguez@university.edu,+13242122010,2004-04-24,2022-06-29,Biology,Sophomore,3.65,Active,1476 Maple Blvd,Springfield,CA,18450,Richard Lewis,+13312946432
STU000173,Linda,Williams,linda.williams@university.edu,+16722513752,2005-05-13,2024-11-09,Art,Senior,2.06,Graduated,7090 Oak Blvd,Madison,NY,46042,Sarah Lewis,+13522355026
STU000174,Laura,Jackson,laura.jackson@university.edu,+17106218848,1995-09-07,2020-12-25,Chemistry,Senior,2.27,Active,8714 Oak St,Georgetown,OH,57069,Steven Wright,+16965529231
STU000175,Daniel,Harris,daniel.harris@university.edu,+14763841427,1998-07-30,2022-06-16,Computer Science,Junior,2.12,Active,8774 Pine Ave,Madison,CA,42487,Brian Thomas,+14727461916
STU000176,Ronald,Anderson,ronald.anderson@university.edu,+17895976813,2005-06-27,2021-12-12,Mathematics,Sophomore,3.19,Graduated,5978 Maple St,Franklin,IL,83873,Elizabeth Torres,+13927049882
STU000177,Karen,Lopez,karen.lopez@university.edu,+17022382478,1995-08-19,2022-08-10,Marketing,Sophomore,2.04,Active,111 Pine Ave,Madison,TX,33260,Jacob Lee,+12602223420
STU000178,Sharon,Martinez,sharon.martinez@university.edu,+19923139622,2004-08-26,2024-02-03,Engineering,Junior,3.41,Graduated,6581 Maple St,Franklin,TX,52284,William Hernandez,+19496478982
STU000179,Laura,Lee,laura.lee@university.edu,+13789246846,1997-07-03,2021-12-19,Art,Junior,3.47,Active,2186 Oak St,Bristol,FL,84381,John Lopez,+18165254619
STU000180,Kevin,Torres,kevin.torres@university.edu,+13067083304,1998-09-18,2020-11-14,History,Junior,3.96,Active,1553 Pine Dr,Springfield,TX,37483,Jessica Jones,+15584622770
STU000181,Timothy,Smith,timothy.smith@university.edu,+12495958179,2003-03-20,2024-09-14,Mathematics,Senior,2.99,Active,5854 Maple Dr,Springfield,OH,72847,Jason Torres,+18669764695
STU000182,David,Lewis,david.lewis@university.edu,+12752345831,1995-03-24,2023-07-29,Chemistry,Freshman,2.15,Active,6251 Oak St,Bristol,CA,54295,Kenneth Flores,+16949211507
STU000183,Helen,Hernandez,helen.hernandez@university.edu,+18216443573,1995-08-08,2021-02-18,Economics,Sophomore,3.95,Active,9178 Maple Blvd,Franklin,TX,41135,Michael Brown,+16027859043
STU000184,Elizabeth,Brown,elizabeth.brown@university.edu,+15692038005,1995-12-25,2023-04-21,Marketing,Senior,2.4,Active,3490 Oak Blvd,Springfield,FL,25139,Karen Sanchez,+16827005341
STU000185,Jennifer,Wright,jennifer.wright@university.edu,+15963897078,2004-12-05,2024-04-11,Political Science,Sophomore,2.89,Active,7304 Elm Blvd,Madison,OH,45200,Joshua Brown,+13549702584
STU000186,Jennifer,Thompson,jennifer.thompson@university.edu,+17546234727,2001-03-17,2020-09-06,Art,Graduate,2.84,Inactive,7879 Maple Ave,Georgetown,TX,20348,Betty Williams,+17147849467
STU000187,Lisa,Torres,lisa.torres@university.edu,+18938353415,1996-05-07,2025-01-13,Mathematics,Sophomore,3.94,Active,2167 Main Dr,Springfield,PA,67067,Richard Martinez,+18094646238
STU000188,Jacob,Jones,jacob.jones@university.edu,+12895977510,2001-03-11,2023-08-28,Chemistry,Graduate,2.92,Active,9726 Maple Dr,Springfield,FL,29613,Elizabeth Torres,+18027962641
STU000189,Helen,Miller,helen.miller@university.edu,+17769982654,2003-10-24,2023-03-17,Education,Junior,3.76,Active,6375 Elm Dr,Springfield,NY,46099,Betty Martinez,+18338237581
STU000190,John,Sanchez,john.sanchez@university.edu,+15399074892,1995-07-21,2025-04-30,Chemistry,Junior,2.04,Active,5194 Pine Dr,Springfield,OH,39878,William Martin,+19616536257
STU000191,Sarah,Clark,sarah.clark@university.edu,+18198612462,1997-02-08,2024-12-14,English Literature,Senior,3.48,Inactive,6226 Main Ave,Springfield,TX,76426,Betty Rodriguez,+19997361474
STU000192,Barbara,Gonzalez,barbara.gonzalez@university.edu,+14052595087,1995-05-16,2025-02-12,Business Administration,Junior,3.41,Active,6135 Elm Dr,Springfield,PA,14005,Jessica White,+17008088308
STU000193,Barbara,Walker,barbara.walker@university.edu,+18007646730,1998-11-11,2021-10-31,Chemistry,Freshman,2.57,Active,913 Oak Ave,Madison,PA,39505,Sarah Wilson,+14758677709
STU000194,Paul,Johnson,paul.johnson@university.edu,+19999851145,2000-04-25,2021-06-25,Mathematics,Graduate,3.6,Active,4235 Maple Blvd,Franklin,FL,59345,Jeffrey Thompson,+16704584575
STU000195,Sandra,Martin,sandra.martin@university.edu,+18937337506,2001-07-22,2021-02-23,Computer Science,Graduate,4.0,Active,9298 Maple Blvd,Franklin,PA,24169,Steven Jones,+15444836327
STU000196,Karen,Moore,karen.moore@university.edu,+14678715895,1997-02-10,2021-09-06,Nursing,Sophomore,3.8,Inactive,6720 Pine Ave,Springfield,PA,75191,Christopher Taylor,+16286147361
STU000197,Deborah,Williams,deborah.williams@university.edu,+17979254111,1998-11-06,2022-06-29,Education,Senior,3.81,Graduated,5973 Maple Blvd,Madison,OH,96194,Ryan Scott,+13855002599
STU000198,Steven,Rodriguez,steven.rodriguez@university.edu,+19584643999,2005-08-14,2023-10-06,Engineering,Sophomore,2.71,Graduated,5131 Elm Blvd,Franklin,TX,86751,Christopher Robinson,+13206811879
STU000199,Karen,Nguyen,karen.nguyen@university.edu,+17948352166,2000-04-18,2022-03-07,Nursing,Freshman,3.73,Active,8780 Pine Dr,Springfield,OH,29762,William Gonzalez,+15506198496
STU000200,Elizabeth,Lee,elizabeth.lee@university.edu,+19323842324,2000-06-20,2023-09-24,Mathematics,Junior,3.27,Active,7506 Pine Ave,Madison,IL,30766,Donna Garcia,+13328298105
STU000201,Kevin,Ramirez,kevin.ramirez@university.edu,+16136398821,1999-04-20,2020-01-20,Business Administration,Graduate,2.4,Active,330 Pine Ave,Springfield,PA,10540,Kevin Thomas,+14319106641
STU000202,Karen,Rodriguez,karen.rodriguez@university.edu,+13055929246,2001-08-08,2023-06-07,Mathematics,Freshman,3.65,Active,4864 Elm Blvd,Georgetown,PA,27536,Nancy Young,+15679684087
STU000203,David,Sanchez,david.sanchez@university.edu,+12194334675,2003-02-26,2021-06-21,English Literature,Freshman,3.18,Active,2117 Pine St,Georgetown,PA,43526,Dorothy Wright,+18382491785
STU000204,Brian,Miller,brian.miller@university.edu,+18692201790,2002-09-26,2021-04-19,Music,Senior,2.76,Inactive,4240 Elm Ave,Madison,PA,99881,Kevin Smith,+15086302654
STU000205,Brian,King,brian.king@university.edu,+14768373247,1999-09-12,2021-03-05,Nursing,Graduate,2.24,Active,1841 Elm Ave,Bristol,NY,44471,Nancy King,+14065667713
STU000206,Christopher,Hernandez,christopher.hernandez@university.edu,+12407619132,2005-03-17,2022-04-30,Sociology,Junior,2.47,Active,1558 Main Dr,Madison,CA,77070,Robert Miller,+14628594787
STU000207,Sandra,Jackson,sandra.jackson@university.edu,+14706751820,1996-02-13,2021-12-16,Business Administration,Junior,2.72,Graduated,5223 Elm St,Springfield,OH,16014,James Rodriguez,+18798623793
STU000208,Nancy,Thompson,nancy.thompson@university.edu,+16488365395,2004-11-07,2021-01-15,Political Science,Junior,2.37,Active,6657 Elm Blvd,Georgetown,PA,72684,Lisa Clark,+18643702852
STU000209,William,Brown,william.brown@university.edu,+13633067816,2005-03-21,2025-05-31,Communications,Senior,2.36,Active,5975 Maple St,Madison,FL,73979,Linda Clark,+16512472037
STU000210,Thomas,Lee,thomas.lee@university.edu,+12129219598,2003-08-10,2022-07-06,Economics,Graduate,3.05,Graduated,1660 Elm Ave,Georgetown,TX,96993,Sarah Harris,+13527711894
STU000211,James,Hernandez,james.hernandez@university.edu,+17176809123,2004-10-01,2021-11-08,Engineering,Senior,2.64,Active,4657 Main Ave,Bristol,PA,59628,Betty Thomas,+12806708277
STU000212,Lisa,Torres,lisa.torres@university.edu,+16582909166,2000-01-06,2023-07-18,Psychology,Senior,3.49,Active,1781 Elm Dr,Springfield,IL,81971,James Garcia,+18188335990
STU000213,Ryan,Allen,ryan.allen@university.edu,+17754118474,2005-08-28,2023-10-28,Political Science,Freshman,3.63,Active,5539 Maple Dr,Franklin,PA,69314,Linda Miller,+19778744633
STU000214,James,Perez,james.perez@university.edu,+15638485783,2001-02-21,2025-11-08,Political Science,Freshman,2.09,Active,8167 Oak Dr,Springfield,TX,90065,Richard Gonzalez,+13236024532
STU000215,Sandra,Gonzalez,sandra.gonzalez@university.edu,+19335462765,2003-06-29,2024-08-24,Business Administration,Graduate,2.25,Active,7593 Maple Ave,Georgetown,CA,79515,Deborah Brown,+17666438912
STU000216,Helen,Allen,helen.allen@university.edu,+19993813845,2003-03-12,2021-06-09,Psychology,Senior,3.32,Inactive,5373 Maple Dr,Georgetown,IL,42537,Sarah Sanchez,+15515018419
STU000217,Lisa,Rodriguez,lisa.rodriguez@university.edu,+13416229393,1998-05-09,2023-07-09,Education,Sophomore,2.4,Inactive,4860 Pine Ave,Madison,IL,81105,George Lee,+19273186771
STU000218,Ruth,Walker,ruth.walker@university.edu,+17967847839,2002-07-24,2025-12-26,Physics,Senior,3.62,Inactive,1844 Main Dr,Madison,CA,97851,Patricia Gonzalez,+14739683636
STU000219,Christopher,Taylor,christopher.taylor@university.edu,+13492635835,1997-04-15,2020-05-12,Political Science,Senior,2.2,Graduated,9305 Oak Dr,Madison,IL,47701,George Brown,+15905967825
STU000220,Jason,Lee,jason.lee@university.edu,+17652551212,2003-05-05,2022-10-26,English Literature,Graduate,3.74,Active,3795 Pine Ave,Madison,TX,68827,Barbara Jones,+13913779418
STU000221,Linda,Harris,linda.harris@university.edu,+12416385572,2001-03-29,2022-12-18,Biology,Sophomore,3.17,Active,192 Pine Dr,Madison,CA,30146,Helen Lee,+18112525934
STU000222,Donna,Torres,donna.torres@university.edu,+17635662194,2003-10-17,2023-07-25,Nursing,Sophomore,3.91,Inactive,1217 Maple Ave,Georgetown,IL,80390,Betty Garcia,+15574264495
STU000223,Brian,Perez,brian.perez@university.edu,+15395695809,1997-06-13,2025-12-12,Sociology,Graduate,3.65,Graduated,244 Main Blvd,Georgetown,NY,94182,Michelle Flores,+14492406258
STU000224,Anthony,Davis,anthony.davis@university.edu,+15954629851,2003-02-13,2023-03-04,Computer Science,Graduate,3.64,Active,8526 Maple Dr,Georgetown,CA,48854,Betty Gonzalez,+15287262349
STU000225,Michael,Hernandez,michael.hernandez@university.edu,+19917509736,1995-01-31,2020-09-25,English Literature,Sophomore,3.73,Active,1802 Oak Dr,Springfield,PA,99921,Elizabeth Johnson,+16709346434
STU000226,John,Garcia,john.garcia@university.edu,+12752553916,2003-11-28,2022-10-28,Education,Freshman,3.15,Active,4337 Elm Dr,Georgetown,PA,63011,Helen Lee,+12175982938
STU000227,Andrew,Smith,andrew.smith@university.edu,+18569372036,2003-06-24,2020-07-05,Engineering,Junior,3.86,Active,4848 Pine St,Franklin,OH,67367,Anthony Sanchez,+18762318765
STU000228,David,Wright,david.wright@university.edu,+14253397406,2003-12-08,2023-04-23,Biology,Junior,3.35,Graduated,6213 Main Ave,Springfield,CA,10659,Joshua Hill,+16037509970
STU000229,Jennifer,Martin,jennifer.martin@university.edu,+14159666633,1997-05-17,2024-08-17,Nursing,Sophomore,2.32,Active,4240 Oak St,Madison,PA,84356,Jeffrey Brown,+19697628557
STU000230,Laura,Scott,laura.scott@university.edu,+12744972103,1997-10-23,2021-02-06,English Literature,Graduate,2.97,Active,5951 Oak Ave,Springfield,TX,91201,Robert Gonzalez,+15256978383
STU000231,Nancy,Flores,nancy.flores@university.edu,+18755133496,2001-05-05,2024-02-01,Economics,Senior,2.34,Active,4133 Oak Dr,Franklin,OH,57118,William Perez,+16916738296
STU000232,Matthew,Martin,matthew.martin@university.edu,+16987642783,1996-12-20,2020-12-01,Chemistry,Sophomore,3.78,Active,4412 Main St,Springfield,OH,76476,Kevin Johnson,+17957927637
STU000233,Dorothy,Nguyen,dorothy.nguyen@university.edu,+14172375269,2001-02-04,2025-04-17,Biology,Junior,2.78,Inactive,4867 Oak Dr,Bristol,IL,21869,Betty White,+17142104913
STU000234,Jeffrey,Flores,jeffrey.flores@university.edu,+19003699423,1996-07-28,2025-01-01,Mathematics,Sophomore,3.13,Inactive,2495 Elm Blvd,Springfield,NY,73916,Joseph Jones,+14705784834
STU000235,John,Wilson,john.wilson@university.edu,+17305697358,2000-04-07,2025-02-05,Business Administration,Freshman,3.96,Active,1791 Maple Blvd,Franklin,IL,81349,Joshua Lopez,+15858697201
STU000236,Lisa,Nguyen,lisa.nguyen@university.edu,+18692799465,1997-10-27,2024-03-21,History,Graduate,2.81,Active,8076 Elm St,Bristol,NY,67658,David Anderson,+12787265600
STU000237,Susan,Martinez,susan.martinez@university.edu,+13913616934,2001-10-01,2021-04-29,History,Senior,3.62,Graduated,1956 Elm Dr,Georgetown,NY,87436,David Clark,+12224491706
STU000238,William,Torres,william.torres@university.edu,+18063643207,2002-01-22,2025-09-30,Business Administration,Graduate,2.29,Active,4331 Oak Dr,Bristol,IL,93574,Mary Jackson,+12874218359
STU000239,Kenneth,Walker,kenneth.walker@university.edu,+16933744594,2004-04-24,2024-08-09,Marketing,Sophomore,3.59,Active,8469 Pine Ave,Franklin,FL,88188,Sharon Jones,+14355877315
STU000240,William,Miller,william.miller@university.edu,+12164079564,2004-08-21,2025-08-27,Music,Sophomore,3.21,Active,7896 Maple St,Bristol,IL,25403,Jennifer Walker,+18753339835
STU000241,Edward,Smith,edward.smith@university.edu,+19938948069,2000-11-08,2024-09-19,Political Science,Freshman,3.4,Active,3859 Elm Dr,Franklin,IL,85513,Michael Ramirez,+13374608817
STU000242,Dorothy,Anderson,dorothy.anderson@university.edu,+12854909908,1999-08-01,2022-11-21,English Literature,Freshman,3.42,Active,9569 Maple St,Bristol,CA,59155,Laura Wilson,+19045237698
STU000243,Lisa,Miller,lisa.miller@university.edu,+13586365155,1997-12-06,2024-09-30,Communications,Junior,3.22,Graduated,6611 Oak Dr,Bristol,OH,83080,Steven Lopez,+15797728925
STU000244,Thomas,Martin,thomas.martin@university.edu,+17915527522,2003-04-02,2021-07-19,Psychology,Sophomore,2.89,Graduated,2750 Main Ave,Bristol,FL,54359,Lisa Scott,+18289131852
STU000245,David,Harris,david.harris@university.edu,+18512052492,2004-03-26,2021-08-18,Sociology,Graduate,2.87,Active,4410 Oak Blvd,Springfield,IL,14948,Timothy Harris,+16108289536
STU000246,Christopher,Hill,christopher.hill@university.edu,+12589923871,2002-03-07,2025-07-17,Philosophy,Freshman,2.4,Graduated,8589 Pine Ave,Springfield,OH,88579,Paul King,+19154373776
STU000247,Sarah,Williams,sarah.williams@university.edu,+15684441004,2005-12-10,2021-10-06,Engineering,Junior,3.56,Active,6574 Elm Ave,Bristol,CA,18993,Jacob Garcia,+17624916703
STU000248,Matthew,Moore,matthew.moore@university.edu,+14318204187,2000-02-06,2024-07-12,Communications,Freshman,2.52,Active,8394 Main St,Bristol,TX,54560,Linda Allen,+14637505098
STU000249,George,Lewis,george.lewis@university.edu,+15867768923,2003-08-20,2022-09-23,Economics,Senior,3.36,Inactive,548 Elm St,Franklin,CA,60157,Kevin Anderson,+18939184767
STU000250,Lisa,Lee,lisa.lee@university.edu,+16225619462,2001-01-03,2020-02-09,Chemistry,Sophomore,2.57,Active,5703 Main Ave,Georgetown,TX,56338,Susan Torres,+14753874115
STU000251,Donna,Gonzalez,donna.gonzalez@university.edu,+14409534965,2004-10-14,2022-12-23,English Literature,Sophomore,2.41,Active,5933 Oak St,Springfield,CA,98580,Brian Young,+18282069871
STU000252,John,Walker,john.walker@university.edu,+15808356167,2000-07-09,2023-01-30,Sociology,Sophomore,3.97,Inactive,4691 Elm Ave,Bristol,NY,17097,Carol Ramirez,+16897531533
STU000253,Paul,Thompson,paul.thompson@university.edu,+16039023863,2000-02-16,2021-05-08,Nursing,Senior,2.63,Active,293 Oak Dr,Bristol,CA,52655,Lisa Flores,+14653919987
STU000254,Thomas,Thomas,thomas.thomas@university.edu,+14756826621,1999-02-07,2022-01-23,Sociology,Senior,2.42,Graduated,6199 Pine Dr,Franklin,FL,33578,Joshua Rodriguez,+17899024744
STU000255,Edward,Miller,edward.miller@university.edu,+19384764863,2001-03-24,2024-11-05,Art,Sophomore,2.29,Graduated,2550 Elm St,Madison,FL,75483,William King,+17469376172
STU000256,Jason,Young,jason.young@university.edu,+15074561781,1999-06-20,2021-02-09,Mathematics,Freshman,2.43,Active,7907 Main Dr,Franklin,TX,57312,Lisa Scott,+17704636638
STU000257,Mary,Clark,mary.clark@university.edu,+13245594259,2001-06-20,2021-12-15,Physics,Junior,2.65,Inactive,8087 Elm St,Georgetown,IL,47555,Sandra Martinez,+13718556527
STU000258,Mark,Flores,mark.flores@university.edu,+17856142168,1995-11-21,2021-10-25,Economics,Sophomore,2.63,Graduated,4873 Pine Dr,Franklin,FL,57600,Deborah Nguyen,+17336617782
STU000259,David,Lopez,david.lopez@university.edu,+12233284844,2002-06-04,2022-10-27,Engineering,Sophomore,2.33,Active,1665 Main Dr,Bristol,CA,13455,Dorothy Sanchez,+17369832363
STU000260,Michael,Taylor,michael.taylor@university.edu,+18323592381,2002-05-06,2024-05-15,Physics,Sophomore,2.49,Active,7360 Oak Ave,Bristol,OH,32361,Mary Williams,+18795656328
STU000261,Karen,Walker,karen.walker@university.edu,+16787535463,2001-02-24,2024-12-27,Biology,Graduate,2.35,Inactive,7580 Maple Dr,Bristol,PA,93824,Andrew Martin,+15556939841
STU000262,Joseph,Garcia,joseph.garcia@university.edu,+16525156992,1999-08-16,2022-11-30,Biology,Junior,2.02,Inactive,2333 Pine Blvd,Georgetown,IL,11090,George Young,+19736885908
STU000263,James,Ramirez,james.ramirez@university.edu,+14998114788,2003-12-08,2020-01-30,Education,Junior,2.38,Inactive,7261 Elm Ave,Madison,PA,94671,Anthony Harris,+14254692297
STU000264,Helen,Thomas,helen.thomas@university.edu,+17299825454,1998-03-12,2025-12-18,Chemistry,Senior,2.38,Active,3088 Oak Blvd,Springfield,PA,69682,Michelle Lewis,+14789179060
STU000265,Richard,Lee,richard.lee@university.edu,+12193551813,2005-11-15,2025-12-31,Computer Science,Sophomore,3.94,Active,4510 Oak Dr,Springfield,NY,21822,Elizabeth Smith,+17054226601
STU000266,Mark,Martin,mark.martin@university.edu,+17105808597,2002-10-25,2020-05-09,Economics,Freshman,3.69,Active,1018 Pine Dr,Springfield,IL,71623,Barbara Gonzalez,+14565901206
STU000267,Linda,Thomas,linda.thomas@university.edu,+15949898257,1997-10-09,2020-05-17,English Literature,Senior,3.47,Active,8638 Oak Dr,Georgetown,PA,50908,Helen Lee,+13628441691
STU000268,Deborah,Scott,deborah.scott@university.edu,+17333255150,2000-05-25,2023-05-08,English Literature,Junior,3.78,Graduated,3668 Main Ave,Georgetown,TX,11974,David Moore,+17983227484
STU000269,Jason,Thomas,jason.thomas@university.edu,+12092438786,2002-09-20,2021-09-26,Political Science,Freshman,2.5,Active,1597 Maple Blvd,Springfield,CA,56598,Laura Martinez,+19187492759
STU000270,William,Young,william.young@university.edu,+14385246690,2004-01-13,2024-12-01,English Literature,Freshman,3.38,Active,2307 Pine St,Georgetown,PA,67344,Ruth Jackson,+17559139029
STU000271,Richard,Torres,richard.torres@university.edu,+13917566696,1998-08-18,2025-04-02,Chemistry,Graduate,3.83,Inactive,2727 Main Ave,Georgetown,TX,44517,Andrew White,+16642009289
STU000272,Anthony,Lopez,anthony.lopez@university.edu,+12198346965,2003-09-14,2022-09-05,Economics,Freshman,3.32,Inactive,6448 Oak Dr,Bristol,NY,90352,Christopher Lee,+16198566276
STU000273,Linda,Miller,linda.miller@university.edu,+17358742092,1995-06-29,2021-06-15,Mathematics,Freshman,2.4,Active,3239 Main St,Bristol,PA,60934,Brian Young,+17388385193
STU000274,Patricia,White,patricia.white@university.edu,+14268202161,1995-02-23,2022-05-04,Sociology,Freshman,2.94,Graduated,1094 Pine Dr,Franklin,OH,17641,Edward Flores,+14727411666
STU000275,Timothy,Jones,timothy.jones@university.edu,+15112794537,2005-10-09,2025-10-28,Psychology,Freshman,3.45,Inactive,6413 Oak Ave,Bristol,PA,42605,Joshua Lopez,+17719677802
STU000276,Deborah,Miller,deborah.miller@university.edu,+19848536864,2002-07-25,2025-02-21,Music,Freshman,2.33,Active,9110 Elm Blvd,Madison,IL,88632,Donald Thompson,+15227636319
STU000277,Jeffrey,White,jeffrey.white@university.edu,+16229828054,2004-04-06,2023-08-17,Marketing,Sophomore,3.13,Active,6245 Maple Blvd,Franklin,FL,68654,Betty Smith,+19432355660
STU000278,Kenneth,Johnson,kenneth.johnson@university.edu,+17303385945,1995-01-27,2023-05-15,History,Sophomore,3.71,Active,4621 Maple Ave,Springfield,CA,70341,Matthew Martinez,+13414717014
STU000279,Ryan,Nguyen,ryan.nguyen@university.edu,+14554385198,2004-02-05,2023-05-15,Engineering,Graduate,2.8,Active,1364 Pine Dr,Madison,FL,85527,Edward Miller,+18098575921
STU000280,John,Torres,john.torres@university.edu,+15902801916,2005-05-03,2023-10-01,Political Science,Senior,2.83,Active,3814 Maple St,Georgetown,CA,49948,Carol Williams,+15267523450
STU000281,Daniel,Allen,daniel.allen@university.edu,+19144263509,1995-07-26,2024-05-28,Philosophy,Graduate,3.15,Active,3738 Elm Blvd,Georgetown,NY,27326,Nancy Garcia,+16877851807
STU000282,Ruth,Sanchez,ruth.sanchez@university.edu,+14682877529,2000-08-17,2024-11-14,Biology,Sophomore,2.96,Active,8093 Elm Ave,Bristol,IL,78714,Jessica Thomas,+12734728046
STU000283,Daniel,Torres,daniel.torres@university.edu,+12913157776,1999-10-01,2024-02-05,Political Science,Sophomore,2.64,Inactive,496 Pine Ave,Franklin,IL,67961,Michelle Martinez,+16512454825
